Brand,model,Year,kmDriven,Transmission,Owner,FuelType,AskPrice,km_per_year
Honda,Civic,2019,20000.0,Automatic,second,Petrol,1773000,2857.1428571428573
Toyota,Urban Cruiser,2022,18000.0,Automatic,first,Petrol,865000,4500.0
Toyota,Fortuner,2023,35000.0,Manual,first,Diesel,4000000,11666.666666666666
Maruti Suzuki,maruti-suzuki-dzire,2015,35000.0,Manual,first,Diesel,475000,3181.818181818182
Hyundai,Xcent,2017,82000.0,Manual,first,Petrol,649999,9111.111111111111
Toyota,Glanza,2020,79000.0,Automatic,first,Petrol,650000,13166.666666666666
Maruti Suzuki,Eeco,2013,72000.0,Manual,first,Petrol,290000,5538.461538461538
Maruti Suzuki,Wagon-R,2007,121000.0,Manual,second,Petrol,125000,6368.421052631579
Hyundai,Alcazar,2022,23950.0,Automatic,first,Diesel,2075000,5987.5
Hyundai,Elite i20,2016,90000.0,Manual,first,Petrol,425000,9000.0
Hyundai,Creta,2016,58000.0,Automatic,second,Petrol,745000,5800.0
Maruti Suzuki,Brezza,2024,20000.0,Manual,first,Petrol,1100000,10000.0
Toyota,Innova Crysta,2017,109000.0,Automatic,first,Diesel,1700000,12111.111111111111
Land Rover,Defender,2024,9600.0,Automatic,first,Diesel,12000000,4800.0
Renault,KWID,2022,36000.0,Automatic,first,Petrol,485000,9000.0
Maruti Suzuki,Swift,2015,57000.0,Manual,first,Petrol,430000,5181.818181818182
Hyundai,i20,2021,53000.0,Manual,first,Diesel,785000,10600.0
Toyota,Innova Crysta,2019,125000.0,Automatic,second,Diesel,1685000,17857.14285714286
Tata,Punch,2022,19100.0,Manual,first,Petrol,651000,4775.0
Hyundai,i20,2019,26000.0,Automatic,second,Petrol,550000,3714.285714285714
Maruti Suzuki,XL6,2021,62035.0,Automatic,first,Petrol,1095000,12407.0
Tata,Nano,2009,13000.0,Manual,second,Petrol,60000,764.7058823529412
Hyundai,i20,2011,131000.0,Manual,second,Diesel,3300000,8733.333333333334
Hyundai,Creta,2015,155000.0,Manual,first,Diesel,800000,14090.90909090909
Maruti Suzuki,Alto,2010,101325.0,Manual,second,Petrol,140000,6332.8125
Maruti Suzuki,Swift-Dzire,2018,71000.0,Manual,second,Diesel,585000,8875.0
Volkswagen,VentoTest,2015,59312.0,Manual,second,Petrol,345000,5392.0
Hyundai,i10,2014,72000.0,Manual,second,Diesel,455000,6000.0
Hyundai,Elite i20,2020,38000.0,Manual,first,Petrol,595000,6333.333333333333
Mahindra,Scorpio,2022,49000.0,Manual,first,Diesel,1599000,12250.0
Hyundai,Verna,2019,110000.0,Automatic,first,Diesel,890000,15714.285714285714
Honda,WRV,2017,44000.0,Manual,first,Petrol,651000,4888.888888888889
Mercedes-Benz,E-Class,2018,55000.0,Automatic,second,Petrol,4050000,6875.0
Mercedes-Benz,E-Class,2014,78000.0,Automatic,second,Petrol,1250000,6500.0
Mahindra,Scorpio,2016,44000.0,Manual,second,Diesel,850000,4400.0
Maruti Suzuki,S-Cross,2022,54252.0,Automatic,first,Petrol,850000,13563.0
Hyundai,Elite i20,2014,55000.0,Manual,second,Diesel,481000,4583.333333333333
Hyundai,Creta,2018,48000.0,Manual,second,Petrol,765000,6000.0
Ford,Endeavour,2016,134000.0,Automatic,first,Diesel,2299000,13400.0
Toyota,Innova Crysta,2019,88000.0,Automatic,first,Diesel,1750000,12571.42857142857
Ford,Ecosport,2013,80000.0,Manual,second,Diesel,385000,6153.846153846154
Mercedes-Benz,CLA,2019,32000.0,Automatic,first,Diesel,1850000,4571.428571428572
Honda,Civic,2011,82000.0,Manual,first,Petrol,230000,5466.666666666667
Mitsubishi,Cedia,2006,96000.0,Manual,second,Petrol,275000,4800.0
Mercedes-Benz,GLC,2024,15000.0,Automatic,first,Diesel,8000000,7500.0
Mercedes-Benz,E-Class,2016,73000.0,Automatic,first,Diesel,1711111,7300.0
BMW,X1,2018,41000.0,Automatic,first,Diesel,2049000,5125.0
Honda,City,2012,65973.0,Manual,second,Petrol,408000,4712.357142857143
Audi,Q3,2018,58000.0,Automatic,second,Diesel,2375000,7250.0
Hyundai,Sonata Embera,2011,55632.0,Manual,first,Diesel,275000,3708.8
Honda,CRV,2013,97000.0,Automatic,first,Petrol,925000,7461.538461538462
Ford,Endeavour,2017,87000.0,Automatic,second,Diesel,1600000,9666.666666666666
Kia,Sonet,2020,42000.0,Automatic,first,Petrol,785000,7000.0
Maruti Suzuki,maruti-suzuki-dzire,2013,65000.0,Manual,first,Petrol,360000,5000.0
Hyundai,i20,2016,68712.0,Manual,second,Petrol,490000,6871.2
Ford,Endeavour,2016,180000.0,Automatic,first,Diesel,1475000,18000.0
Kia,Seltos,2020,77000.0,Automatic,first,Diesel,1475000,12833.333333333334
Kia,Sonet,2021,26000.0,Manual,first,Petrol,875000,5200.0
Renault,KWID,2020,31000.0,Automatic,first,Petrol,390000,5166.666666666667
Toyota,Innova Crysta,2019,47000.0,Manual,first,Diesel,2345000,6714.285714285715
Audi,A8 L,2014,62000.0,Automatic,second,Diesel,3500000,5166.666666666667
Ford,Figo Aspire,2016,75000.0,Automatic,first,Petrol,485000,7500.0
Skoda,Octavia,2013,75000.0,Automatic,second,Petrol,565000,5769.2307692307695
Ford,Ecosport,2017,49000.0,Manual,second,Petrol,590000,5444.444444444444
Hyundai,Xcent,2017,93000.0,Manual,first,Diesel,390000,10333.333333333334
Hyundai,i20,2012,125000.0,Manual,first,Diesel,275000,8928.57142857143
Maruti Suzuki,Vitara-Brezza,2017,156500.0,Manual,second,Diesel,675000,17388.88888888889
Hyundai,i20,2018,64000.0,Manual,second,Diesel,720000,8000.0
Mahindra,Thar,2023,7300.0,Automatic,first,Diesel,1571000,2433.3333333333335
Mahindra,Bolero Neo,2022,41000.0,Manual,first,Diesel,950000,10250.0
Hyundai,i10,2013,34000.0,Manual,first,Petrol,255000,2615.3846153846152
Maruti Suzuki,Swift,2022,25772.0,Manual,first,Petrol,699999,6443.0
Ford,Endeavour,2018,62000.0,Automatic,second,Diesel,2299999,7750.0
Toyota,Innova Crysta,2021,37200.0,Automatic,first,Diesel,2590000,7440.0
Honda,Accord,2005,137001.0,Manual,second,Petrol,265000,6523.857142857143
Skoda,Kushaq,2010,,Automatic,first,Petrol,400000,
Toyota,Innova Hycross,2023,32000.0,Automatic,first,Petrol,2799000,10666.666666666666
Volkswagen,Passat,2011,83800.0,Automatic,second,Diesel,550000,5586.666666666667
Honda,City,2014,103000.0,Manual,second,Diesel,525000,8583.333333333334
Hyundai,Creta,2019,49000.0,Automatic,first,Petrol,995000,7000.0
Hyundai,Elantra,2012,78000.0,Automatic,second,Petrol,445000,5571.428571428572
Volkswagen,Polo,2014,121000.0,Manual,second,Diesel,465000,10083.333333333334
Mini,3 DOOR,2015,65000.0,Automatic,first,Diesel,2000000,5909.090909090909
Isuzu,MAX,2021,110000.0,Manual,first,Diesel,890000,22000.0
Maruti Suzuki,Vitara-Brezza,2019,115000.0,Automatic,second,Diesel,840000,16428.571428571428
Maruti Suzuki,Swift-Dzire,2015,83000.0,Manual,first,Diesel,275000,7545.454545454545
Mahindra,Scorpio,2010,52085.0,Manual,second,Diesel,365000,3255.3125
Mahindra,Bolero,2021,80000.0,Manual,second,Diesel,925000,16000.0
Mercedes-Benz,S-Class,2016,59500.0,Automatic,first,Petrol,5000000,5950.0
Toyota,Innova Crysta,2017,175000.0,Manual,first,Diesel,1250000,19444.444444444445
Tata,Tiago,2020,28300.0,Manual,second,Petrol,495000,4716.666666666667
BMW,5 Series,2019,35833.0,Automatic,first,Diesel,4100000,5119.0
Mercedes-Benz,G Class,2019,59000.0,Automatic,first,Petrol,26000000,8428.57142857143
Mercedes-Benz,C-Class,2022,9426.0,Automatic,first,Diesel,5390000,2356.5
Renault,Triber,2021,55000.0,Manual,first,Petrol,350000,11000.0
Toyota,Innova Crysta,2022,35000.0,Automatic,first,Diesel,2695000,8750.0
Kia,Carens,2022,77000.0,Automatic,first,Diesel,1725000,19250.0
Maruti Suzuki,Wagon-R,2007,84000.0,Manual,second,Petrol,200000,4421.0526315789475
Mahindra,Thar,2016,46108.0,Manual,second,Diesel,975000,4610.8
Toyota,Innova Crysta,2023,12500.0,Manual,first,Diesel,2425000,4166.666666666667
Hyundai,Verna,2017,38000.0,Automatic,second,Petrol,825000,4222.222222222223
Honda,City,2014,95000.0,Manual,first,Diesel,585000,7916.666666666667
Maruti Suzuki,Wagon R,2006,58000.0,Manual,second,Petrol,125000,2900.0
Hyundai,Verna,2008,140000.0,Manual,second,Diesel,88000,7777.777777777777
Tata,Tiago,2019,35967.0,Manual,first,Petrol,410000,5138.142857142857
Toyota,Corolla Altis,2016,61000.0,Automatic,second,Petrol,845000,6100.0
Tata,Indica Vista,2009,80000.0,Manual,second,Petrol,100000,4705.882352941177
Hyundai,Creta,2018,54904.0,Manual,first,Diesel,969000,6863.0
Hyundai,Alcazar,2024,4700.0,Manual,first,Diesel,2100000,2350.0
BMW,3 Series,2013,57000.0,Automatic,first,Diesel,1200000,4384.615384615385
Mahindra,XUV500,2017,52000.0,Automatic,first,Diesel,1200000,5777.777777777777
Mahindra,Thar,2021,38000.0,Automatic,first,Diesel,1600000,7600.0
Hyundai,Creta Facelift,2024,3200.0,Manual,first,Petrol,1500000,1600.0
Mahindra,Thar,2021,46000.0,Automatic,first,Diesel,1620000,9200.0
Maruti Suzuki,Wagon-R,2009,70000.0,Manual,second,Petrol,161000,4117.64705882353
Kia,Sonet,2023,2400.0,Automatic,first,Diesel,1325000,800.0
Volkswagen,VentoTest,2017,62000.0,Automatic,second,Petrol,490000,6888.888888888889
Mercedes-Benz,E-Class,2014,119000.0,Automatic,first,Diesel,899000,9916.666666666666
Honda,Amaze,2019,67000.0,Automatic,second,Petrol,575000,9571.42857142857
Mahindra,XUV500,2015,85000.0,Manual,first,Diesel,575000,7727.272727272727
Skoda,Rapid,2015,124006.0,Manual,second,Diesel,595000,11273.272727272728
Maruti Suzuki,Baleno,2016,55000.0,Manual,second,Petrol,530000,5500.0
Hyundai,i20,2013,24500.0,Manual,second,Petrol,285000,1884.6153846153845
Volkswagen,Polo,2020,35000.0,Automatic,first,Petrol,1180000,5833.333333333333
Jeep,Compass,2017,51600.0,Manual,first,Diesel,695000,5733.333333333333
Kia,Seltos,2021,100000.0,Automatic,first,Diesel,1350000,20000.0
Hyundai,i20,2012,110000.0,Manual,second,Petrol,239000,7857.142857142857
Hyundai,Venue,2019,52000.0,Manual,second,Petrol,725000,7428.571428571428
Honda,Amaze,2022,21000.0,Automatic,first,Petrol,795000,5250.0
Mercedes-Benz,C-Class,2015,57000.0,Automatic,first,Diesel,1750000,5181.818181818182
Honda,City,2015,70000.0,Automatic,first,Petrol,575000,6363.636363636364
Volkswagen,Polo,2015,78000.0,Manual,second,Diesel,595000,7090.909090909091
Toyota,Innova Crysta,2016,103000.0,Manual,second,Diesel,1350000,10300.0
Hyundai,i20,2012,120000.0,Manual,second,Diesel,236000,8571.42857142857
Ford,Figo,2011,93638.0,Manual,second,Diesel,310000,6242.533333333334
Maruti Suzuki,Swift-Dzire,2013,150000.0,Manual,second,Diesel,500000,11538.461538461539
Hyundai,Elantra,2018,68000.0,Automatic,first,Diesel,1175000,8500.0
Maruti Suzuki,Swift-Dzire,2013,135000.0,Manual,second,Diesel,160000,10384.615384615385
Datsun,RediGO,2018,38000.0,Automatic,first,Petrol,280000,4750.0
Audi,A4,2011,150000.0,Automatic,second,Diesel,960000,10000.0
Maruti Suzuki,Swift,2019,48000.0,Manual,first,Petrol,525000,6857.142857142857
Mercedes-Benz,CLS-Class,2017,72000.0,Automatic,second,Diesel,4525111,8000.0
Mercedes-Benz,GLA Class,2017,32600.0,Automatic,second,Petrol,1750000,3622.222222222222
Maruti Suzuki,Swift,2022,19245.0,Automatic,first,Petrol,690000,4811.25
Mahindra,Xylo,2018,244000.0,Manual,second,Diesel,309000,30500.0
Toyota,VELLFIRE,2022,30000.0,Automatic,first,Petrol,11500000,7500.0
Mahindra,XUV500,2014,88500.0,Manual,first,Diesel,589000,7375.0
Maruti Suzuki,Alto-K10,2015,73000.0,Automatic,first,Petrol,269000,6636.363636363636
Audi,A4,2019,23400.0,Automatic,second,Petrol,2475000,3342.8571428571427
Audi,A6,2014,99000.0,Automatic,first,Diesel,850000,8250.0
Audi,A4,2017,116000.0,Automatic,second,Diesel,2090000,12888.888888888889
Honda,City,2021,15000.0,Automatic,first,Petrol,1425000,3000.0
Audi,Q3,2016,50000.0,Automatic,second,Diesel,1400000,5000.0
Mercedes-Benz,S-Class,2019,29000.0,Automatic,first,Petrol,8200000,4142.857142857143
Hyundai,i20,2014,70000.0,Manual,second,Diesel,445000,5833.333333333333
Maruti Suzuki,Swift,2020,65000.0,Manual,first,Petrol,600000,10833.333333333334
Volkswagen,VentoTest,2015,103000.0,Automatic,first,Diesel,655000,9363.636363636364
Honda,City,2018,48000.0,Manual,second,Petrol,575000,6000.0
Honda,Civic,2007,95000.0,Manual,second,Petrol,220000,5000.0
Honda,City,2014,90000.0,Manual,second,Diesel,381999,7500.0
Mahindra,TUV,2019,97333.0,Manual,first,Diesel,645000,13904.714285714286
Hyundai,i10,2012,100000.0,Automatic,second,Petrol,320000,7142.857142857143
Renault,KWID,2016,40000.0,Manual,second,Petrol,145000,4000.0
Maruti Suzuki,Ciaz,2018,34000.0,Automatic,first,Petrol,711000,4250.0
Honda,City,2017,28305.0,Automatic,first,Petrol,681000,3145.0
Maruti Suzuki,Alto,2011,53000.0,Manual,second,Petrol,170000,3533.3333333333335
Toyota,Camry,2016,175000.0,Automatic,first,Petrol,1180000,17500.0
Honda,City,2014,87000.0,Manual,first,Diesel,450000,7250.0
Jaguar,XF,2019,17500.0,Automatic,first,Petrol,3750000,2500.0
Toyota,Innova Crysta,2020,180000.0,Manual,first,Diesel,1900000,30000.0
Maruti Suzuki,Swift-Dzire,2017,56000.0,Manual,second,Diesel,630000,6222.222222222223
Maruti Suzuki,Ertiga,2017,46000.0,Automatic,second,Petrol,725000,5111.111111111111
Maruti Suzuki,S-Presso,2021,25000.0,Automatic,second,Petrol,450000,5000.0
Skoda,Octavia,2015,59000.0,Automatic,second,Petrol,715000,5363.636363636364
Ford,Ecosport,2016,610000.0,Manual,first,Diesel,490000,61000.0
Hyundai,Creta,2016,78000.0,Automatic,second,Diesel,1025000,7800.0
Audi,Q3,2017,120000.0,Automatic,second,Diesel,1950000,13333.333333333334
Maruti Suzuki,Ignis,2020,28000.0,Automatic,second,Petrol,649999,4666.666666666667
Honda,City,2016,29000.0,Automatic,first,Petrol,675000,2900.0
Hyundai,i20,2017,49700.0,Manual,first,Petrol,571000,5522.222222222223
Audi,A6,2011,51000.0,Automatic,second,Petrol,1350000,3400.0
Mahindra,XUV500,2019,19300.0,Manual,second,Diesel,995000,2757.1428571428573
Volkswagen,Polo,2021,17000.0,Automatic,first,Petrol,1249000,3400.0
Toyota,Fortuner,2013,95013.0,Automatic,first,Diesel,1050000,7308.692307692308
Maruti Suzuki,Alto 800,2020,39000.0,Manual,first,Petrol,415000,6500.0
Hyundai,Creta,2022,9000.0,Manual,first,Petrol,1495000,2250.0
Jeep,Compass,2020,52300.0,Automatic,first,Petrol,1575000,8716.666666666666
Audi,A6,2013,16250.0,Automatic,first,Petrol,1350000,1250.0
Hyundai,Venue,2020,30000.0,Manual,first,Petrol,705000,5000.0
Tata,Tigor,2022,18000.0,Manual,first,Petrol,800000,4500.0
BMW,5 Series,2015,92000.0,Automatic,first,Diesel,1450000,8363.636363636364
Tata,Nano,2014,48000.0,Manual,second,Petrol,180000,4000.0
Kia,Sonet,2023,2400.0,Automatic,first,Petrol,1325000,800.0
BMW,7 Series,2018,51000.0,Automatic,second,Diesel,4675000,6375.0
Honda,City,2016,111000.0,Automatic,first,Petrol,450000,11100.0
Chevrolet,Cruze,2013,90000.0,Automatic,first,Diesel,440000,6923.076923076923
Maruti Suzuki,Swift-Dzire,2017,68000.0,Manual,second,Petrol,500000,7555.555555555556
Maruti Suzuki,Baleno,2017,51000.0,Manual,first,Petrol,485000,5666.666666666667
Skoda,Superb,2013,72000.0,Automatic,first,Petrol,400000,5538.461538461538
Honda,City,2010,79000.0,Manual,second,Petrol,205000,4937.5
Mercedes-Benz,E-Class,2014,51447.0,Automatic,first,Diesel,1475001,4287.25
Mahindra,Scorpio,2023,15903.0,Automatic,first,Diesel,2350001,5301.0
Hyundai,Verna,2013,52000.0,Manual,first,Diesel,262000,4000.0
Maruti Suzuki,Ertiga,2021,19500.0,Manual,first,Petrol,1100000,3900.0
Honda,City,2016,56000.0,Automatic,second,Petrol,625000,5600.0
Honda,Accord,2004,80000.0,Manual,second,Petrol,60000,3636.3636363636365
Toyota,Fortuner,2013,180000.0,Manual,second,Diesel,1750000,13846.153846153846
Mahindra,TUV,2016,64525.0,Manual,first,Diesel,445000,6452.5
Toyota,Innova Crysta,2022,7000.0,Automatic,first,Petrol,2250000,1750.0
Mahindra,XUV700,2024,1450.0,Automatic,first,Diesel,2727000,725.0
Maruti Suzuki,Zen-Estilo,2005,85000.0,Automatic,second,Petrol,54000,4047.6190476190477
Mini,3 DOOR,2019,39000.0,Automatic,second,Petrol,3900000,5571.428571428572
Honda,Amaze,2021,31986.0,Manual,first,Petrol,675000,6397.2
Tata,Harrier,2023,29000.0,Manual,first,Diesel,1795000,9666.666666666666
Maruti Suzuki,Zen-Estilo,2005,74000.0,Manual,second,Petrol,38000,3523.809523809524
Hyundai,Elite i20,2015,57000.0,Manual,first,Petrol,455000,5181.818181818182
Mini,Cooper,2018,12923.0,Automatic,first,Petrol,3560000,1615.375
Hyundai,Creta,2020,130000.0,Automatic,second,Diesel,1100000,21666.666666666668
Honda,Amaze,2020,25000.0,Manual,first,Petrol,655000,4166.666666666667
Maruti Suzuki,Estilo,2010,0.0,Automatic,second,Petrol,140000,0.0
Maruti Suzuki,Swift,2009,80282.0,Manual,second,Petrol,275000,4722.470588235294
Mercedes-Benz,C-Class,2017,112000.0,Automatic,first,Diesel,2650000,12444.444444444445
Hyundai,i10,2009,69000.0,Automatic,first,Petrol,230000,4058.823529411765
Maruti Suzuki,Swift-Dzire,2008,83481.0,Manual,second,Petrol,175000,4637.833333333333
Volkswagen,Polo,2021,50000.0,Automatic,second,Petrol,950000,10000.0
Maruti Suzuki,Baleno,2016,63200.0,Automatic,second,Petrol,585000,6320.0
Hyundai,Grand i10,2018,53000.0,Manual,second,Petrol,399000,6625.0
Hyundai,Getz Prime,2009,15.0,Manual,second,Petrol,80000,0.8823529411764706
Kia,Sonet,2023,43000.0,Manual,first,Diesel,1090000,14333.333333333334
BMW,X4,2022,9000.0,Automatic,second,Petrol,7200000,2250.0
Hyundai,i10,2011,58000.0,Automatic,first,Petrol,375000,3866.6666666666665
MG,Hector,2021,50000.0,Automatic,second,Petrol,1399000,10000.0
Maruti Suzuki,Ciaz,2019,49000.0,Automatic,second,Petrol,695000,7000.0
Honda,City ZX,2005,60000.0,Manual,second,Petrol,90000,2857.1428571428573
Chevrolet,Cruze,2013,70000.0,Automatic,first,Diesel,421000,5384.615384615385
Volkswagen,Polo,2019,48000.0,Manual,first,Petrol,650000,6857.142857142857
Tata,Nexon,2018,38000.0,Manual,first,Petrol,595000,4750.0
Maruti Suzuki,Alto-800,2021,19500.0,Manual,second,Petrol,360000,3900.0
Mahindra,XUV500,2014,99000.0,Manual,second,Diesel,510000,8250.0
Toyota,Innova Crysta,2018,74000.0,Automatic,second,Diesel,1850000,9250.0
Maruti Suzuki,S-Cross,2017,113000.0,Manual,second,Diesel,595000,12555.555555555555
Lexus,LX,2024,24000.0,Automatic,first,Diesel,27750000,12000.0
Hyundai,Tucson,2017,90709.0,Automatic,first,Diesel,1325000,10078.777777777777
Toyota,Innova Crysta,2016,99584.0,Automatic,first,Diesel,1890000,9958.4
Chevrolet,Enjoy,2015,92000.0,Manual,second,Diesel,395000,8363.636363636364
Maruti Suzuki,Grand Vitara,2023,20000.0,Automatic,first,Petrol,1795000,6666.666666666667
Maruti Suzuki,Swift,2019,80000.0,Manual,first,Diesel,775000,11428.57142857143
Ford,Figo,2013,64000.0,Manual,first,Diesel,239000,4923.076923076923
Hyundai,Venue,2015,78000.0,Manual,first,Diesel,585000,7090.909090909091
Audi,Q5,2010,98000.0,Automatic,second,Diesel,1075000,6125.0
Kia,Seltos,2022,18000.0,Automatic,first,Petrol,1495000,4500.0
BMW,X3,2012,86000.0,Automatic,second,Diesel,1125000,6142.857142857143
Honda,Mobilio,2015,51000.0,Manual,second,Petrol,485000,4636.363636363636
Fiat,Punto EVO,2015,86000.0,Manual,second,Diesel,250000,7818.181818181818
BMW,3 Series GT,2017,100000.0,Automatic,first,Diesel,1840000,11111.111111111111
Mahindra,Bolero Neo Plus,2015,,Automatic,first,Diesel,450000,
Mahindra,Scorpio N,2023,12000.0,Automatic,first,Diesel,2400000,4000.0
Maruti Suzuki,Vitara-Brezza,2018,67000.0,Manual,first,Diesel,600000,8375.0
Hyundai,Alcazar,2022,33000.0,Automatic,first,Diesel,1899000,8250.0
Mahindra,XUV500,2015,71000.0,Manual,second,Diesel,735000,6454.545454545455
Hyundai,Grand i10,2017,47600.0,Automatic,first,Petrol,499000,5288.888888888889
Hyundai,Verna,2002,160000.0,Manual,first,Diesel,385000,6666.666666666667
Audi,A3,2015,95000.0,Automatic,first,Diesel,1395000,8636.363636363636
Maruti Suzuki,Brezza,2022,33000.0,Automatic,first,Petrol,890000,8250.0
Hyundai,Creta,2018,70000.0,Manual,first,Diesel,965000,8750.0
Tata,Hexa,2017,57000.0,Automatic,first,Diesel,885000,6333.333333333333
Hyundai,Creta,2019,36588.0,Automatic,first,Diesel,1000000,5226.857142857143
Hyundai,Verna,2021,46000.0,Automatic,first,Petrol,1200000,9200.0
BMW,3 Series,2014,90000.0,Automatic,second,Diesel,1260000,7500.0
Maruti Suzuki,Swift,2013,54268.0,Manual,first,Petrol,275621,4174.461538461538
BMW,X1,2011,110000.0,Automatic,second,Diesel,750000,7333.333333333333
Hyundai,Creta,2018,57000.0,Automatic,first,Diesel,1125000,7125.0
Hyundai,Creta,2021,25000.0,Manual,first,Petrol,1295000,5000.0
Mahindra,TUV,2018,83725.0,Automatic,second,Diesel,675000,10465.625
Toyota,Etios,2018,95000.0,Manual,second,Diesel,545000,11875.0
Renault,KWID,2017,33000.0,Automatic,second,Petrol,375000,3666.6666666666665
Isuzu,D-Max V-Cross,2018,96000.0,Manual,second,Diesel,1550000,12000.0
Honda,Civic,2006,98000.0,Automatic,second,Petrol,225000,4900.0
Maruti Suzuki,Alto-800,2016,101500.0,Manual,second,Petrol,245000,10150.0
Volkswagen,VentoTest,2017,76654.0,Automatic,first,Petrol,775000,8517.111111111111
Maruti Suzuki,Swift-Dzire,2012,69000.0,Manual,second,Petrol,315000,4928.571428571428
MG,Hector,2019,16000.0,Automatic,second,Petrol,1250000,2285.714285714286
Hyundai,Creta,2019,38000.0,Automatic,second,Petrol,950000,5428.571428571428
Maruti Suzuki,Vitara-Brezza,2018,53200.0,Automatic,first,Diesel,890000,6650.0
Audi,A3,2015,52500.0,Automatic,first,Petrol,1550000,4772.727272727273
Maruti Suzuki,Vitara-Brezza,2019,76000.0,Automatic,first,Diesel,735000,10857.142857142857
Hyundai,Creta,2020,54000.0,Manual,first,Petrol,1090000,9000.0
Jaguar,XF,2013,35000.0,Automatic,second,Diesel,1745000,2692.3076923076924
Nissan,Terrano,2017,95000.0,Manual,second,Petrol,500000,10555.555555555555
Hyundai,Tucson,2021,29168.0,Automatic,first,Diesel,2600000,5833.6
Tata,Zest,2019,140000.0,Manual,first,Diesel,490000,20000.0
Maruti Suzuki,Baleno,2019,21000.0,Manual,first,Petrol,675000,3000.0
Hyundai,i10,2013,56000.0,Manual,second,Petrol,185000,4307.692307692308
Hyundai,Creta,2022,33000.0,Automatic,first,Diesel,1835000,8250.0
Hyundai,Fluidic Verna,2016,84100.0,Manual,second,Petrol,645000,8410.0
Maruti Suzuki,Ritz,2014,98000.0,Manual,first,Diesel,445000,8166.666666666667
Honda,City,2017,73000.0,Automatic,first,Petrol,590000,8111.111111111111
Hyundai,Creta,2015,118000.0,Manual,second,Diesel,875000,10727.272727272728
Mercedes-Benz,C-Class,2018,43000.0,Automatic,second,Diesel,2350000,5375.0
Hyundai,Fluidic Verna,2020,76500.0,Manual,first,Petrol,1075000,12750.0
Maruti Suzuki,Alto-800,2020,105000.0,Manual,second,Petrol,310000,17500.0
Maruti Suzuki,Alto,2010,82000.0,Manual,second,Petrol,135000,5125.0
Maruti Suzuki,maruti-suzuki-dzire,2013,43000.0,Manual,first,Petrol,390000,3307.6923076923076
Toyota,Innova,2011,49000.0,Manual,first,Diesel,424000,3266.6666666666665
Honda,City,2017,81000.0,Automatic,first,Petrol,699000,9000.0
Volkswagen,Vento,2017,85000.0,Automatic,first,Diesel,750000,9444.444444444445
Mercedes-Benz,G-Class,2017,45000.0,Automatic,second,Petrol,14500000,5000.0
Renault,Duster,2018,83000.0,Automatic,second,Diesel,940000,10375.0
Hyundai,Verna,2019,87000.0,Manual,first,Diesel,1050000,12428.57142857143
Hyundai,Creta,2023,34000.0,Automatic,first,Diesel,1950000,11333.333333333334
Maruti Suzuki,Ertiga,2016,70000.0,Manual,first,Diesel,751000,7000.0
Honda,City,2016,40000.0,Manual,first,Petrol,625000,4000.0
Hyundai,Alcazar,2021,100000.0,Automatic,first,Diesel,1450000,20000.0
Mercedes-Benz,E-Class,2015,85000.0,Automatic,first,Petrol,1395000,7727.272727272727
Volkswagen,Tiguan,2017,110000.0,Automatic,first,Diesel,1495000,12222.222222222223
Mahindra,XUV 300,2021,18000.0,Automatic,first,Petrol,990000,3600.0
Mahindra,XUV500,2016,99344.0,Manual,second,Diesel,570000,9934.4
Tata,Safari,2022,65000.0,Automatic,first,Diesel,2090000,16250.0
Maruti Suzuki,Swift-Dzire,2013,73500.0,Manual,second,Petrol,370000,5653.846153846154
Maruti Suzuki,Ciaz,2017,75000.0,Automatic,second,Petrol,675000,8333.333333333334
Tata,Hexa,2017,81000.0,Automatic,first,Diesel,790000,9000.0
Maruti Suzuki,Omni,2015,45100.0,Manual,first,Petrol,157000,4100.0
Tata,Safari,2021,54000.0,Automatic,first,Diesel,1495000,10800.0
Hyundai,Creta,2018,54000.0,Manual,second,Petrol,895000,6750.0
Volkswagen,Polo GTI,2013,61000.0,Automatic,first,Petrol,410000,4692.307692307692
Hyundai,Grand i10,2019,51000.0,Manual,first,Petrol,521000,7285.714285714285
MG,Hector,2020,65000.0,Manual,second,Petrol,1125000,10833.333333333334
Skoda,Rapid,2017,49600.0,Manual,first,Petrol,665000,5511.111111111111
Hyundai,Verna,2022,50000.0,Manual,first,Diesel,1200000,12500.0
Mahindra,Thar,2022,39000.0,Manual,first,Diesel,1450000,9750.0
Toyota,Fortuner,2010,279000.0,Manual,first,Diesel,1249000,17437.5
Renault,Duster,2015,76000.0,Manual,second,Petrol,425000,6909.090909090909
Skoda,Rapid,2015,71000.0,Automatic,second,Petrol,395000,6454.545454545455
Audi,A6,2017,29500.0,Automatic,second,Diesel,2150000,3277.777777777778
Honda,Jazz,2016,63210.0,Manual,first,Petrol,421000,6321.0
Kia,Seltos,2021,35000.0,Automatic,first,Diesel,1735000,7000.0
Honda,Civic,2011,82000.0,Manual,first,Petrol,230000,5466.666666666667
Chevrolet,Optra,2009,97000.0,Manual,second,Petrol,250000,5705.882352941177
Maruti Suzuki, Wagon R,2017,41000.0,Automatic,first,Petrol,465000,4555.555555555556
Mini,Cooper Countryman,2019,31900.0,Automatic,second,Petrol,2650000,4557.142857142857
Kia,Seltos,2019,22000.0,Automatic,second,Petrol,1195000,3142.8571428571427
BMW,X3,2017,104000.0,Automatic,second,Diesel,2200000,11555.555555555555
